Ticker,Setor,Indústria,Preço Atual,Preço Máximo 52 Semanas,Preço Mínimo 52 Semanas,Volume Médio Diário,Market Cap,P/L,P/L Futuro,P/VP,PEG Ratio,Margem Lucro,ROE,ROA,Crescimento Receita,Dividend Yield,Beta,Dívida/Patrimônio,Short Ratio
LYB,Basic Materials,Specialty Chemicals,58.42,78.41,41.58,6069770,18803818496,,15.4975,1.8663343,,-0.02471,-0.06949,0.0146200005,-0.092,8.47,0.707,144.156,3.46
EVRG,Utilities,Utilities - Regulated Electric,81.58,83.19,61.94,2402480,18780870656,22.350685,17.871305,1.8378013,,0.14352,0.08569,0.02875,0.066,3.39,0.644,149.917,5.65
MKC,Consumer Defensive,Packaged Foods,69.63,86.24,59.62,3529040,18691354624,23.764503,20.712795,3.2578487,,0.1154,0.14243001,0.05228,0.029,2.76,0.613,73.211,3.31
EXPD,Industrials,Integrated Freight & Logistics,137.63,167.19,100.47,2200500,18678941696,22.451876,21.367004,8.08827,,0.07571,0.36505002,0.13853,-0.035,1.03,1.128,24.549,3.35
SMCI,Technology,Computer Hardware,30.84,62.36,27.6,25571960,18472835072,22.510948,10.415611,2.641768,,0.03111,0.13193,0.03418,1.234,,1.523,75.28,2.93
LNT,Utilities,Utilities - Regulated Electric,71.03,72.26,57.09,2852860,18258524160,22.336477,19.197401,2.4903584,,0.18569,0.11299,0.02636,0.09,2.86,0.67,168.08,9.57
PTC,Technology,Software - Application,153.2,219.69,133.38,1361340,18230204416,22.562592,17.589159,4.7402453,,0.28612,0.23141001,0.112390004,0.214,,1.034,35.942,3.54
FTV,Technology,Scientific & Technical Instruments,57.86,62.42,45.504898,5052710,18377009152,36.38994,18.202639,2.8098292,,0.13926,0.06396,0.03131,-0.307,0.42,1.033,49.62,4.07
WY,Real Estate,REIT - Specialty,24.825,31.66,21.16,5618710,17895374848,55.166668,35.226757,1.8976457,,0.046919998,0.03384,0.0074299998,-0.098,3.34,1.033,60.694,1.96
WST,Healthcare,Medical Instruments & Supplies,247.905,322.34,187.43,1134190,17854486528,36.51031,28.046408,5.6200266,,0.16059999,0.16855,0.100889996,0.075,0.36,1.19,10.271,2.65
BALL,Consumer Cyclical,Packaging & Containers,66.42,68.29,43.51,1971850,18076129280,20.127272,14.698982,3.2514195,,0.069299996,0.16122,0.04677,0.162,1.19,1.138,136.027,2.91
HII,Industrials,Aerospace & Defense,445.1,447.74,167.7,545400,17466920960,28.959011,21.911991,3.443021,,0.048460003,0.124239996,0.04023,0.157,1.26,0.329,58.762,2.14
PODD,Healthcare,Medical Devices,245.515,354.88,230.05,1232370,17283235840,70.34814,30.359219,11.40551,,0.091239996,0.18124,0.09434,0.312,,1.418,66.176,2.24
TXT,Industrials,Aerospace & Defense,98.6,101.57,57.7,1801900,17172415488,19.257812,13.523058,2.1824782,,0.062230002,0.12242,0.044650003,0.156,0.08,0.978,54.375,2.99
HPQ,Technology,Computer Hardware,18.4558,35.01,18.12,18008950,17250668544,6.9644523,5.92052,-49.084576,,0.045739997,,0.055859998,0.042,6.54,1.196,,5.62
DECK,Consumer Cyclical,Footwear & Accessories,119.03,149.55,78.91,2153030,17348007936,16.907671,16.255377,6.4923096,,0.19348,0.39688,0.19903,0.071,,1.146,13.14,0.97
HOLX,Healthcare,Medical Instruments & Supplies,75.435,75.47,51.9,2371020,16840479744,31.300827,15.499057,3.2080886,,0.13178,0.108559996,0.07434,0.025,,0.733,48.051,1.77
GPC,Consumer Cyclical,Auto Parts,119.76,151.57,104.01,1861000,16659873792,260.34784,13.910313,3.726198,,0.00271,0.015,0.046040002,0.041,3.66,0.73,156.063,4.59
PNR,Industrials,Specialty Industrial Machinery,102.045,113.95,74.25,1554930,16728365056,25.965649,17.570759,4.3095145,,0.15656,0.17478001,0.0805,0.049,1.06,1.221,42.35,2.41
TKO,Communication Services,Entertainment,210.5,218.11,133.07,683000,17289814016,80.34351,55.20877,4.347108,,0.08989,0.08129,0.03032,-0.273,1.51,0.233,42.785,7.21
APTV,Consumer Cyclical,Auto Parts,78.09,88.93,47.19,1926640,16873639936,104.119995,8.255943,1.8044226,,0.008090001,0.01948,0.059070002,0.05,,1.5,85.209,3.19
ESS,Real Estate,REIT - Residential,255.875,316.29,243.25,493850,17682612224,24.627045,40.15924,2.9756367,,0.346,0.12235,0.03105,0.032,4.03,0.738,119.433,2.53
NDSN,Industrials,Specialty Industrial Machinery,293.491,305.28,165.03,505660,16383698944,34.4473,24.071537,5.260732,,0.18386,0.17473,0.080170006,0.088,1.14,1.002,66.986,3.05
CDW,Technology,Information Technology Services,125.85,192.3,119.83,1990600,16493993984,15.575495,11.036221,6.248759,,0.04756,0.43018,0.06806,0.063,2.05,1.051,236.871,2.95
COO,Healthcare,Medical Instruments & Supplies,83.03,92.84,61.78,1865820,16507105280,44.40107,16.755661,1.9742255,,0.09161,0.045939997,0.03474,0.046,,1.027,33.785,3.75
TRMB,Technology,Scientific & Technical Instruments,66.735,87.5,52.91,2615980,15880866816,37.917614,16.485756,2.7145705,,0.118190005,0.07322,0.041100003,-0.014,,1.576,23.855,2.11
J,Industrials,Engineering & Construction,135.03,168.44,105.178215,1232560,15945464832,35.53421,16.82248,4.6104207,,0.03495,0.09726,0.05685,0.123,1.09,0.766,65.173,4.85
KIM,Real Estate,REIT - Retail,23.355,23.66,17.93,6237290,15815866368,28.481707,27.07826,1.5149844,,0.27323,0.055370003,0.02243,0.032,4.44,1.076,78.678,4.49
INVH,Real Estate,REIT - Residential,25.365,35.799,25.21,6971750,15549267968,26.7,32.10556,1.625649,,0.21632999,0.060939997,0.02486,0.043,4.68,0.834,88.124,1.98
MAA,Real Estate,REIT - Residential,132.68,173.38,125.75,942420,15924727808,35.007915,34.107967,2.7384367,,0.2023,0.07645,0.03255,0.01,4.59,0.782,93.305,3.08
IEX,Industrials,Specialty Industrial Machinery,207.04,217.16,153.36,932100,15587479552,32.29953,23.059376,3.8349261,,0.13975,0.1234,0.06627,0.042,1.37,0.983,48.251,3.85
CLX,Consumer Defensive,Household & Personal Products,126.98,159.04,96.66,2097840,15489069056,20.782324,18.629969,-122.80464,,0.111719996,9.87179,0.11305001,-0.008,3.91,0.607,9191.429,3.36
FFIV,Technology,Software - Infrastructure,271.44,346.0,223.76,600790,15420803072,22.488815,16.164425,4.364127,,0.22455,0.20844,0.08091,0.073,,1.008,7.566,1.97
AVY,Consumer Cyclical,Packaging & Containers,196.015,199.54,156.23,518570,15151055872,22.299772,17.199957,6.7666044,,0.07769,0.30212998,0.08164,0.039,1.91,0.986,166.491,3.58
MAS,Industrials,Building Products & Equipment,74.22,79.19,56.55,3663910,15111717888,19.22798,16.044481,-81.92053,,0.10711,71.5,0.15489,-0.019,1.73,1.285,4230.263,4.05
CF,Basic Materials,Agricultural Inputs,94.67,105.27,67.34,2453020,15333980160,11.447399,13.5678,3.0506234,,0.20538999,0.23401,0.10797,0.228,2.1,0.689,46.765,4.48
AKAM,Technology,Software - Infrastructure,102.47,113.5,67.51,6618670,14741870592,30.049852,13.485486,2.979212,,0.10742,0.091730006,0.035940003,0.074,,0.723,114.024,3.63
UHS,Healthcare,Medical Care Facilities,230.97,246.33,152.33,707120,14698629120,10.998571,9.8762865,2.0128632,,0.08093,0.20028,0.08218,0.134,0.34,1.269,70.037,2.76
REG,Real Estate,REIT - Retail,77.07,78.25,63.44,1239820,14392418304,27.329788,30.11535,2.1038983,,0.32740003,0.07683,0.03153,0.089,3.88,0.942,69.389,5.35
BEN,Financial Services,Asset Management,27.025,28.32,16.25,4846960,14090583040,25.023148,9.23619,1.1580323,,0.06972,0.04464,0.023670001,0.034,4.88,1.488,24.587,4.4
HRL,Consumer Defensive,Packaged Foods,25.485,32.07,21.03,5188130,14019483648,29.293104,16.391598,1.7743508,,0.0395,0.06002,0.04476,0.015,4.65,0.33,38.22,4.11
TYL,Technology,Software - Application,325.8827,626.56,283.72,1210970,14098275328,45.198708,22.966354,3.7950702,,0.13532,0.08901,0.04141,0.063,,0.897,17.355,4.09
DPZ,Consumer Cyclical,Restaurants,414.955,500.55,370.7,1079890,14087273472,24.266373,19.267807,-3.676072,,0.121800005,,0.3453,0.031,1.99,,,3.32
BF.B,,,0.0,0.0,0.0,0,0,,,,,,,,,,,,
HAS,Consumer Cyclical,Leisure,99.32,106.98,49.0,2863450,13938273280,,16.014421,24.675776,,-0.06858,-0.36355,0.11121,0.313,2.85,0.549,577.347,2.37
SWK,Industrials,Tools & Accessories,89.525,93.37,53.91,1877860,13866076160,33.78302,14.072607,1.4973742,,0.02656,0.04522,0.03275,-0.01,3.8,1.204,64.759,2.93
ALLE,Industrials,Security & Protection Services,160.36,183.11,116.57,1051980,13814290432,21.553762,16.898447,6.675269,,0.15829,0.36084,0.11238,0.093,1.31,1.038,104.0,3.31
EG,Financial Services,Insurance - Reinsurance,335.02,370.21,302.44,429030,14063488000,8.862963,5.3929973,0.881917,,0.0907,0.10847,0.02191,-0.03,2.37,0.331,23.213,2.49
GNRC,Industrials,Specialty Industrial Machinery,231.95,236.0,99.5,1861000,13611769856,86.54851,22.58456,5.1701846,,0.03791,0.06283,0.03384,-0.116,,1.814,52.479,3.91
HST,Real Estate,REIT - Hotel & Motel,19.67,21.0,12.22,9706150,13701658624,18.556604,20.15245,2.062926,,0.12476,0.11489,0.04067,0.128,4.05,1.159,83.779,3.65
ERIE,Financial Services,Insurance Brokers,257.61,456.93,247.01,220640,13470392320,20.775,18.387579,5.8342204,,0.16038,0.30444,0.15170999,0.067,2.11,0.372,2.353,12.21
BBY,Consumer Cyclical,Specialty Retail,63.43,91.2,54.99,4662040,13322521600,20.927393,9.508714,5.0193934,,0.015420001,0.22493,0.06519,0.024,6.06,1.469,154.542,5.14
GEN,Technology,Software - Infrastructure,21.865,32.22,21.33,7340260,13484496896,22.541237,7.6250286,5.6821723,,0.12757,0.26902,0.07169,0.258,2.31,1.1,363.379,4.32
ALGN,Healthcare,Medical Instruments & Supplies,184.57,208.31,122.0,1429930,13378809856,32.609543,15.094997,3.2675354,,0.1017,0.103870004,0.061880004,0.053,,1.831,2.038,2.28
SOLV,Healthcare,Medical Instruments & Supplies,73.9,88.2,60.7,1123190,12817774592,8.484501,11.657972,2.5706136,,0.18139,0.37271,0.03208,0.007,,,103.028,3.95
GDDY,Technology,Software - Infrastructure,91.62,193.55,86.775,2053090,12684699648,15.796552,8.520413,135.13275,,0.17013,3.69454,0.08575,0.103,,0.933,4217.211,4.09
UDR,Real Estate,REIT - Residential,37.419,46.47,32.94,5016690,14087843840,33.11416,68.03454,3.7850497,,0.21597,0.09378,0.020869998,0.015,4.6,0.707,144.726,3.21
DOC,Real Estate,REIT - Healthcare Facilities,17.375,21.28,15.71,11001400,12076389376,173.75,86.875,1.610138,,0.02528,0.01164,0.01656,0.031,7.05,1.107,122.183,2.93
BLDR,Industrials,Building Products & Equipment,108.36,151.03,94.35,2449770,11985165312,27.856041,14.147618,2.7532587,,0.02865,0.10064,0.04504,-0.121,,1.549,117.187,2.28
TTD,Communication Services,Advertising Agencies,24.615,91.45,23.78,14220130,12035329024,27.97159,11.953207,4.588071,,0.15717,0.16783,0.05764,0.177,,1.091,14.456,3.75
PNW,Utilities,Utilities - Regulated Electric,99.17,100.55,85.32,1329530,11869697024,20.447422,21.152071,1.6559243,,0.11198,0.087749995,0.02342,0.029,3.65,0.545,197.565,4.79
ZBRA,Technology,Communication Equipment,239.41,352.66,205.73,1004230,12128568320,29.231993,11.925298,3.309099,,0.077649996,0.116809994,0.06072,0.106,,1.656,75.167,2.41
SJM,Consumer Defensive,Packaged Foods,109.24,121.48,93.3,1941690,11655287808,,11.086956,1.9232733,,-0.13608,-0.17438,0.0452,0.026,3.96,0.23,131.357,3.98
AES,Utilities,Utilities - Diversified,16.375,16.78,9.46,8510820,11660980224,10.773026,7.0258164,3.0173209,,0.0874,0.05106,0.02269,0.019,4.33,0.97,302.896,2.17
PSKY,Communication Services,Entertainment,10.525,20.86,9.95,8772870,11610832896,350.83334,10.608702,0.96259373,,-0.00947,0.01279,0.03009,-0.004,1.89,1.207,111.017,8.07
FOX,Communication Services,Entertainment,51.34,68.175,43.18,2052120,23968280576,12.31175,10.35776,1.9978986,,0.11407,0.16823,0.0881,0.02,1.1,0.511,67.389,16.31
IVZ,Financial Services,Asset Management,25.935,29.61,11.6,5387920,11543484416,,8.513662,0.94148177,,-0.04417,-0.01219,-0.0155,0.062,3.33,1.66,14.034,2.49
WYNN,Consumer Cyclical,Resorts & Casinos,109.945,134.72,65.25,2038180,11431699456,35.01433,18.465334,-30.591263,,0.04586,,,0.015,0.93,1.014,,4.18
GL,Financial Services,Insurance - Life,142.325,152.71,109.38,462380,11528827904,10.115494,8.627326,2.009105,,0.19372,0.21124001,,0.036,0.76,0.464,55.217,2.65
JKHY,Technology,Information Technology Services,156.56,196.0,144.12,1384040,11331363840,22.46198,22.48133,5.1285744,,0.20587,0.24284,0.13347,0.079,1.51,0.71,3.109,4.53
FOXA,Communication Services,Entertainment,56.05,76.39,46.42,5221360,23843448832,13.441247,10.869186,2.1811883,,0.11407,0.16823,0.0881,0.02,1.01,0.511,67.389,8.94
CPT,Real Estate,REIT - Residential,108.445,126.55,97.17,1177780,11538040832,30.634182,62.134026,2.6440327,,0.24229,0.08598,0.0202,0.022,3.92,0.83,88.402,3.01
RVTY,Healthcare,Diagnostics & Research,98.295,120.39,81.36,1365450,11409353728,47.71602,16.379333,1.5348761,,0.08445,0.03216,0.02228,0.059,0.29,1.089,46.455,5.05
AIZ,Financial Services,Insurance - Property & Casualty,221.085,246.31,174.97,642090,11155775488,13.058771,9.92675,1.8748729,,0.0681,0.15899,0.02149,0.079,1.54,0.575,38.845,2.88
NCLH,Consumer Cyclical,Travel Services,23.915,27.18,14.21,26072380,10887483392,17.205036,9.162484,4.964709,,0.06846,0.39870998,0.04729,0.047,,2.03,699.717,2.01
BAX,Healthcare,Medical Instruments & Supplies,20.815,37.74,17.4,11701030,10709110784,,10.120829,1.7465179,,-0.085109994,-0.13713,0.028280001,0.08,1.69,0.585,160.275,4.16
AOS,Industrials,Specialty Industrial Machinery,77.38,81.87,58.83,1112450,10700873728,20.098701,17.77298,5.7698903,,0.1426,0.29197,0.14257,0.0,1.82,1.343,10.974,5.44
IT,Technology,Information Technology Services,148.0,507.79,139.18,1787000,10667417600,15.320911,10.200108,32.779625,,0.11224,0.86861,0.088640004,0.022,,1.036,1046.535,6.06
APA,Energy,Oil & Gas E&P,28.42,30.08,13.58,6368660,10168291328,6.799043,13.189526,1.6944909,,0.16093999,0.27427998,0.099259995,-0.164,3.48,0.698,66.895,5.64
HSIC,Healthcare,Medical Distribution,85.53,89.29,60.56,1467730,10372085760,26.981071,14.649762,3.0172505,,0.03022,0.08347999,0.042329997,0.052,,0.893,70.224,4.41
DVA,Healthcare,Medical Care Facilities,149.56,157.12,101.0,1035040,9997936640,15.710083,9.31448,-15.746472,,0.05474,0.64848,0.0732,0.099,,1.011,1111.353,7.6
TAP,Consumer Defensive,Beverages - Brewers,49.64,64.66,42.94,4036480,9816598528,,9.499423,0.9258085,,-0.19205,-0.18172,0.0429,-0.027,3.88,0.491,61.772,7.09
ARE,Real Estate,REIT - Office,54.62,105.14,44.1,1869840,9465665536,,-682.75,0.6021188,,-0.47384998,-0.05856,0.0109399995,-0.052,8.71,1.324,66.615,3.25
BXP,Real Estate,REIT - Office,59.41,79.33,54.22,3008890,10514153472,34.143677,25.552687,1.8300271,,0.082320005,0.04916,0.02172,0.083,4.7,1.014,225.887,5.29
FRT,Real Estate,REIT - Retail,108.405,109.65,80.65,1027550,9410121728,23.163462,32.790382,3.0274806,,0.32092997,0.12235,0.03267,0.075,4.11,1.018,143.64,2.64
CAG,Consumer Defensive,Packaged Foods,19.125,28.52,15.96,13278970,9148816384,,10.6173315,1.130787,,-0.008719999,-0.0116,0.04404,-0.068,7.42,-0.019,94.229,2.44
MOS,Basic Materials,Agricultural Inputs,28.765,38.23,22.36,5330840,9130236928,7.4520726,12.035414,0.7143744,,0.10334,0.101169996,0.02856,0.228,3.06,0.961,37.134,2.14
SWKS,Technology,Semiconductors,60.49,90.9,47.93,3032320,9096099840,23.176247,12.0985565,1.5745224,,0.097270004,0.06485,0.03714,-0.031,4.75,1.317,20.714,4.34
MGM,Consumer Cyclical,Resorts & Casinos,34.97,40.16,25.3,4688220,9564520448,46.01316,13.91658,3.7174447,,0.01174,0.1489,0.019989999,0.06,,1.404,963.089,5.79
TECH,Healthcare,Biotechnology,56.66,72.16,46.01,2487200,8864644096,106.90566,26.129023,4.3919077,,0.06672,0.03966,0.06518,-0.004,0.58,1.469,17.449,4.43
NWSA,Communication Services,Entertainment,23.185,31.61,22.2,4741850,13478547456,30.11039,18.662813,1.4704763,,0.13346,0.06329,0.03943,0.055,0.87,0.968,30.892,3.48
CRL,Healthcare,Diagnostics & Research,166.325,228.88,91.86,1745010,8185763328,,13.784841,2.5867028,,-0.03595,-0.04232,0.04243,-0.008,,1.62,81.947,4.1
POOL,Industrials,Industrial Distribution,219.685,374.74,211.56,1126500,8198206464,20.02598,18.466028,6.8178573,,0.07683,0.33058998,0.103690006,-0.005,2.29,1.23,129.513,4.45
CPB,Consumer Defensive,Packaged Foods,27.015,43.85,25.62,5622950,8054096384,13.925257,10.452172,2.0344152,,0.056900002,0.14815,0.05685,-0.034,5.75,-0.036,184.567,4.36
MOH,Healthcare,Healthcare Plans,147.68,359.97,121.06,2272990,7605519872,16.556053,13.839494,1.8509977,,0.010829999,0.11022,0.03142,0.071,,0.493,99.435,2.0
FDS,Financial Services,Financial Data & Stock Exchanges,202.06,474.79,185.0,1318040,7561072128,12.853689,10.658725,3.471344,,0.25399,0.28831,0.114209995,0.068,2.31,0.726,71.961,3.96
MTCH,Communication Services,Internet Content & Information,30.99,39.2,26.39,3980470,7456880128,13.021008,7.68912,-28.431192,,0.17591,,0.12218001,0.021,2.49,1.315,,4.1
EPAM,Technology,Information Technology Services,130.9,222.53,128.0,1856650,7290725376,19.984732,9.415051,1.9320177,,0.06921,0.10335,0.07554,0.128,,1.718,3.907,4.89
LW,Consumer Defensive,Packaged Foods,47.64,67.07,39.79,1695460,6638752256,17.26087,15.814738,3.7710755,,0.060599998,0.23164,0.06905,0.011,3.22,0.428,224.846,2.43
PAYC,Technology,Software - Application,119.65,267.76,104.9,2798230,6569517056,14.808168,10.585048,3.6970093,,0.22099,0.27417,0.05268,0.102,1.31,0.796,5.215,3.54
NWS,Communication Services,Entertainment,26.065,35.58,25.49,1414650,14447624192,33.85065,20.981075,1.6531363,,0.13346,0.06329,0.03943,0.055,0.77,0.968,30.892,10.02
